#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality,correctness, completeness or quality of the information provided. Liability claims regarding damagecaused by the use of any information provided, including any kind of information which is incompleteor incorrect,will therefore be rejected.
#For help contact: synpro@ise.fraunhofer.de
;building_0_cool;building_0_htg;total_cool;total_htg;unixtimestamp
2022-01-02 10:00:00+01:00;0.0;2.68588671226737;0.0;2.68588671226737;1641114000
2022-01-02 11:00:00+01:00;0.0;1.057977287299;0.0;1.057977287299;1641117600
2022-01-02 12:00:00+01:00;0.0;1.70417157556024;0.0;1.70417157556024;1641121200
2022-01-02 13:00:00+01:00;0.0;1.05752938942545;0.0;1.05752938942545;1641124800
2022-01-02 14:00:00+01:00;0.0;0.673011352080593;0.0;0.673011352080593;1641128400
2022-01-02 15:00:00+01:00;0.0;1.29973917023303;0.0;1.29973917023303;1641132000
2022-01-02 16:00:00+01:00;0.0;1.73829096781984;0.0;1.73829096781984;1641135600
2022-01-02 17:00:00+01:00;0.0;2.15996617486;0.0;2.15996617486;1641139200
2022-01-02 18:00:00+01:00;0.0;2.27493898499698;0.0;2.27493898499698;1641142800
2022-01-02 19:00:00+01:00;0.0;2.07402993542908;0.0;2.07402993542908;1641146400
2022-01-02 20:00:00+01:00;0.0;2.21361598608604;0.0;2.21361598608604;1641150000
2022-01-02 21:00:00+01:00;0.0;2.54256092714309;0.0;2.54256092714309;1641153600
2022-01-02 22:00:00+01:00;0.0;2.7531731132376;0.0;2.7531731132376;1641157200
2022-01-02 23:00:00+01:00;0.0;3.00906853639339;0.0;3.00906853639339;1641160800
2022-01-03 00:00:00+01:00;0.0;3.06556093777691;0.0;3.06556093777691;1641164400
2022-01-03 01:00:00+01:00;0.0;3.1678069934597;0.0;3.1678069934597;1641168000
2022-01-03 02:00:00+01:00;0.0;3.29512285679318;0.0;3.29512285679318;1641171600
2022-01-03 03:00:00+01:00;0.0;3.37756972657722;0.0;3.37756972657722;1641175200
2022-01-03 04:00:00+01:00;0.0;3.47786773551286;0.0;3.47786773551286;1641178800
2022-01-03 05:00:00+01:00;0.0;3.58182670516767;0.0;3.58182670516767;1641182400
2022-01-03 06:00:00+01:00;0.0;3.53833492524576;0.0;3.53833492524576;1641186000
2022-01-03 07:00:00+01:00;0.0;3.48072135343101;0.0;3.48072135343101;1641189600
2022-01-03 08:00:00+01:00;0.0;3.1067421579726;0.0;3.1067421579726;1641193200
2022-01-03 09:00:00+01:00;0.0;2.84496189905477;0.0;2.84496189905477;1641196800
2022-01-03 10:00:00+01:00;0.0;1.8811916044095;0.0;1.8811916044095;1641200400
2022-01-03 11:00:00+01:00;0.0;2.31701738760508;0.0;2.31701738760508;1641204000
2022-01-03 12:00:00+01:00;0.0;2.34121393543184;0.0;2.34121393543184;1641207600
2022-01-03 13:00:00+01:00;0.0;2.56308735670361;0.0;2.56308735670361;1641211200
2022-01-03 14:00:00+01:00;0.0;2.70373437534719;0.0;2.70373437534719;1641214800
2022-01-03 15:00:00+01:00;0.0;2.40974012921327;0.0;2.40974012921327;1641218400
2022-01-03 16:00:00+01:00;0.0;1.33367394114436;0.0;1.33367394114436;1641222000
2022-01-03 17:00:00+01:00;0.0;2.53080743150458;0.0;2.53080743150458;1641225600
2022-01-03 18:00:00+01:00;0.0;2.88715372328058;0.0;2.88715372328058;1641229200
2022-01-03 19:00:00+01:00;0.0;1.52345533433855;0.0;1.52345533433855;1641232800
2022-01-03 20:00:00+01:00;0.0;3.22060638502767;0.0;3.22060638502767;1641236400
2022-01-03 21:00:00+01:00;0.0;3.08782660052066;0.0;3.08782660052066;1641240000
2022-01-03 22:00:00+01:00;0.0;3.45547995181821;0.0;3.45547995181821;1641243600
2022-01-03 23:00:00+01:00;0.0;3.19788992319744;0.0;3.19788992319744;1641247200
2022-01-04 00:00:00+01:00;0.0;3.73233826522652;0.0;3.73233826522652;1641250800
2022-01-04 01:00:00+01:00;0.0;3.99430796240132;0.0;3.99430796240132;1641254400
2022-01-04 02:00:00+01:00;0.0;4.12445808946214;0.0;4.12445808946214;1641258000
2022-01-04 03:00:00+01:00;0.0;4.23505158566854;0.0;4.23505158566854;1641261600
2022-01-04 04:00:00+01:00;0.0;4.34394634570299;0.0;4.34394634570299;1641265200
2022-01-04 05:00:00+01:00;0.0;4.1068979255317;0.0;4.1068979255317;1641268800
2022-01-04 06:00:00+01:00;0.0;4.41276839490778;0.0;4.41276839490778;1641272400
2022-01-04 07:00:00+01:00;0.0;4.41441960035243;0.0;4.41441960035243;1641276000
2022-01-04 08:00:00+01:00;0.0;4.35344880446848;0.0;4.35344880446848;1641279600
2022-01-04 09:00:00+01:00;0.0;4.42403803983717;0.0;4.42403803983717;1641283200
2022-01-04 10:00:00+01:00;0.0;4.37766100581265;0.0;4.37766100581265;1641286800
2022-01-04 11:00:00+01:00;0.0;4.25893296090143;0.0;4.25893296090143;1641290400
2022-01-04 12:00:00+01:00;0.0;4.15290595312893;0.0;4.15290595312893;1641294000
2022-01-04 13:00:00+01:00;0.0;3.95232146419825;0.0;3.95232146419825;1641297600
2022-01-04 14:00:00+01:00;0.0;3.96912397747933;0.0;3.96912397747933;1641301200
2022-01-04 15:00:00+01:00;0.0;3.98431098561071;0.0;3.98431098561071;1641304800
2022-01-04 16:00:00+01:00;0.0;4.06437684430321;0.0;4.06437684430321;1641308400
2022-01-04 17:00:00+01:00;0.0;4.26539112209728;0.0;4.26539112209728;1641312000
2022-01-04 18:00:00+01:00;0.0;4.08470674004106;0.0;4.08470674004106;1641315600
2022-01-04 19:00:00+01:00;0.0;4.30883902144174;0.0;4.30883902144174;1641319200
2022-01-04 20:00:00+01:00;0.0;4.28015544759118;0.0;4.28015544759118;1641322800
2022-01-04 21:00:00+01:00;0.0;4.30665945610958;0.0;4.30665945610958;1641326400
2022-01-04 22:00:00+01:00;0.0;4.71538920001732;0.0;4.71538920001732;1641330000
2022-01-04 23:00:00+01:00;0.0;5.11858562094779;0.0;5.11858562094779;1641333600
2022-01-05 00:00:00+01:00;0.0;5.37597096946583;0.0;5.37597096946583;1641337200
2022-01-05 01:00:00+01:00;0.0;5.51582922492313;0.0;5.51582922492313;1641340800
2022-01-05 02:00:00+01:00;0.0;5.6071925401296;0.0;5.6071925401296;1641344400
2022-01-05 03:00:00+01:00;0.0;5.79648303797995;0.0;5.79648303797995;1641348000
2022-01-05 04:00:00+01:00;0.0;5.94034626417541;0.0;5.94034626417541;1641351600
2022-01-05 05:00:00+01:00;0.0;6.08033668823615;0.0;6.08033668823615;1641355200
2022-01-05 06:00:00+01:00;0.0;6.0710143175039;0.0;6.0710143175039;1641358800
2022-01-05 07:00:00+01:00;0.0;5.77047203582803;0.0;5.77047203582803;1641362400
2022-01-05 08:00:00+01:00;0.0;5.70098525418476;0.0;5.70098525418476;1641366000
2022-01-05 09:00:00+01:00;0.0;5.74366826161524;0.0;5.74366826161524;1641369600
2022-01-05 10:00:00+01:00;0.0;5.45299290015994;0.0;5.45299290015994;1641373200
2022-01-05 11:00:00+01:00;0.0;5.11432324957552;0.0;5.11432324957552;1641376800
2022-01-05 12:00:00+01:00;0.0;4.79428646273986;0.0;4.79428646273986;1641380400
2022-01-05 13:00:00+01:00;0.0;3.86558447961986;0.0;3.86558447961986;1641384000
2022-01-05 14:00:00+01:00;0.0;4.49039913306932;0.0;4.49039913306932;1641387600
2022-01-05 15:00:00+01:00;0.0;4.73132128629759;0.0;4.73132128629759;1641391200
2022-01-05 16:00:00+01:00;0.0;4.95498874513227;0.0;4.95498874513227;1641394800
2022-01-05 17:00:00+01:00;0.0;5.04213803298704;0.0;5.04213803298704;1641398400
2022-01-05 18:00:00+01:00;0.0;4.76284272501448;0.0;4.76284272501448;1641402000
2022-01-05 19:00:00+01:00;0.0;5.00754476255617;0.0;5.00754476255617;1641405600
2022-01-05 20:00:00+01:00;0.0;4.80125074383791;0.0;4.80125074383791;1641409200
2022-01-05 21:00:00+01:00;0.0;4.78261906785542;0.0;4.78261906785542;1641412800
2022-01-05 22:00:00+01:00;0.0;5.168099282616;0.0;5.168099282616;1641416400
2022-01-05 23:00:00+01:00;0.0;5.3180352320613;0.0;5.3180352320613;1641420000
2022-01-06 00:00:00+01:00;0.0;5.50374835091918;0.0;5.50374835091918;1641423600
2022-01-06 01:00:00+01:00;0.0;5.5900259986615;0.0;5.5900259986615;1641427200
2022-01-06 02:00:00+01:00;0.0;5.7275509984225;0.0;5.7275509984225;1641430800
2022-01-06 03:00:00+01:00;0.0;5.83212273025003;0.0;5.83212273025003;1641434400
2022-01-06 04:00:00+01:00;0.0;5.92907405185425;0.0;5.92907405185425;1641438000
2022-01-06 05:00:00+01:00;0.0;5.96922118066832;0.0;5.96922118066832;1641441600
2022-01-06 06:00:00+01:00;0.0;5.88852936117583;0.0;5.88852936117583;1641445200
2022-01-06 07:00:00+01:00;0.0;6.26941410169288;0.0;6.26941410169288;1641448800
2022-01-06 08:00:00+01:00;0.0;6.36546744065215;0.0;6.36546744065215;1641452400
2022-01-06 09:00:00+01:00;0.0;6.00763797768623;0.0;6.00763797768623;1641456000
2022-01-06 10:00:00+01:00;0.0;5.18021979223803;0.0;5.18021979223803;1641459600
2022-01-06 11:00:00+01:00;0.0;4.49840516624066;0.0;4.49840516624066;1641463200
2022-01-06 12:00:00+01:00;0.0;3.51319975437523;0.0;3.51319975437523;1641466800
2022-01-06 13:00:00+01:00;0.0;3.00837045721915;0.0;3.00837045721915;1641470400
2022-01-06 14:00:00+01:00;0.0;2.38163005167704;0.0;2.38163005167704;1641474000
2022-01-06 15:00:00+01:00;0.0;3.48051544516555;0.0;3.48051544516555;1641477600
2022-01-06 16:00:00+01:00;0.0;4.13909168543958;0.0;4.13909168543958;1641481200
2022-01-06 17:00:00+01:00;0.0;4.69877200987302;0.0;4.69877200987302;1641484800
2022-01-06 18:00:00+01:00;0.0;4.85179423379627;0.0;4.85179423379627;1641488400
2022-01-06 19:00:00+01:00;0.0;5.46055384178014;0.0;5.46055384178014;1641492000
2022-01-06 20:00:00+01:00;0.0;5.70995963191117;0.0;5.70995963191117;1641495600
2022-01-06 21:00:00+01:00;0.0;5.78966860944592;0.0;5.78966860944592;1641499200
2022-01-06 22:00:00+01:00;0.0;5.96237929048717;0.0;5.96237929048717;1641502800
2022-01-06 23:00:00+01:00;0.0;6.12266447927622;0.0;6.12266447927622;1641506400
2022-01-07 00:00:00+01:00;0.0;6.15223999719503;0.0;6.15223999719503;1641510000
2022-01-07 01:00:00+01:00;0.0;6.20123681718838;0.0;6.20123681718838;1641513600
2022-01-07 02:00:00+01:00;0.0;6.16074535534724;0.0;6.16074535534724;1641517200
2022-01-07 03:00:00+01:00;0.0;6.12837635051074;0.0;6.12837635051074;1641520800
2022-01-07 04:00:00+01:00;0.0;6.08132437095205;0.0;6.08132437095205;1641524400
2022-01-07 05:00:00+01:00;0.0;6.10075003960452;0.0;6.10075003960452;1641528000
2022-01-07 06:00:00+01:00;0.0;5.95488894593768;0.0;5.95488894593768;1641531600
2022-01-07 07:00:00+01:00;0.0;6.09374520789232;0.0;6.09374520789232;1641535200
2022-01-07 08:00:00+01:00;0.0;6.03538613857023;0.0;6.03538613857023;1641538800
2022-01-07 09:00:00+01:00;0.0;5.78696476260215;0.0;5.78696476260215;1641542400
2022-01-07 10:00:00+01:00;0.0;5.71533586638082;0.0;5.71533586638082;1641546000
2022-01-07 11:00:00+01:00;0.0;5.39180859507072;0.0;5.39180859507072;1641549600
2022-01-07 12:00:00+01:00;0.0;4.62534458465018;0.0;4.62534458465018;1641553200
2022-01-07 13:00:00+01:00;0.0;4.47534369072663;0.0;4.47534369072663;1641556800
2022-01-07 14:00:00+01:00;0.0;4.41662435523363;0.0;4.41662435523363;1641560400
2022-01-07 15:00:00+01:00;0.0;4.74629299957784;0.0;4.74629299957784;1641564000
2022-01-07 16:00:00+01:00;0.0;5.03231769573349;0.0;5.03231769573349;1641567600
2022-01-07 17:00:00+01:00;0.0;4.69059840311119;0.0;4.69059840311119;1641571200
2022-01-07 18:00:00+01:00;0.0;5.09979517588865;0.0;5.09979517588865;1641574800
2022-01-07 19:00:00+01:00;0.0;5.15008058653561;0.0;5.15008058653561;1641578400
2022-01-07 20:00:00+01:00;0.0;5.17218890103164;0.0;5.17218890103164;1641582000
2022-01-07 21:00:00+01:00;0.0;5.44506819639306;0.0;5.44506819639306;1641585600
2022-01-07 22:00:00+01:00;0.0;5.3501907889155;0.0;5.3501907889155;1641589200
2022-01-07 23:00:00+01:00;0.0;5.58164648733494;0.0;5.58164648733494;1641592800
2022-01-08 00:00:00+01:00;0.0;5.84396048515537;0.0;5.84396048515537;1641596400
2022-01-08 01:00:00+01:00;0.0;5.98727889887689;0.0;5.98727889887689;1641600000
2022-01-08 02:00:00+01:00;0.0;6.1402025229597;0.0;6.1402025229597;1641603600
2022-01-08 03:00:00+01:00;0.0;6.29345278053574;0.0;6.29345278053574;1641607200
2022-01-08 04:00:00+01:00;0.0;6.36459129743547;0.0;6.36459129743547;1641610800
2022-01-08 05:00:00+01:00;0.0;6.41241497468223;0.0;6.41241497468223;1641614400
2022-01-08 06:00:00+01:00;0.0;6.453104088514;0.0;6.453104088514;1641618000
2022-01-08 07:00:00+01:00;0.0;6.46630071841443;0.0;6.46630071841443;1641621600
2022-01-08 08:00:00+01:00;0.0;6.30426300424419;0.0;6.30426300424419;1641625200
2022-01-08 09:00:00+01:00;0.0;5.4801861106291;0.0;5.4801861106291;1641628800
2022-01-08 10:00:00+01:00;0.0;5.62219197086291;0.0;5.62219197086291;1641632400
2022-01-08 11:00:00+01:00;0.0;5.24371855034369;0.0;5.24371855034369;1641636000
2022-01-08 12:00:00+01:00;0.0;4.26598195679896;0.0;4.26598195679896;1641639600
2022-01-08 13:00:00+01:00;0.0;3.4433622544531;0.0;3.4433622544531;1641643200
2022-01-08 14:00:00+01:00;0.0;4.12731938651696;0.0;4.12731938651696;1641646800
2022-01-08 15:00:00+01:00;0.0;4.58500024394826;0.0;4.58500024394826;1641650400
2022-01-08 16:00:00+01:00;0.0;4.54286610065494;0.0;4.54286610065494;1641654000
2022-01-08 17:00:00+01:00;0.0;4.30518635498373;0.0;4.30518635498373;1641657600
2022-01-08 18:00:00+01:00;0.0;4.9025678182862;0.0;4.9025678182862;1641661200
2022-01-08 19:00:00+01:00;0.0;5.19663381747157;0.0;5.19663381747157;1641664800
2022-01-08 20:00:00+01:00;0.0;5.18721943970633;0.0;5.18721943970633;1641668400
2022-01-08 21:00:00+01:00;0.0;5.23438761631891;0.0;5.23438761631891;1641672000
2022-01-08 22:00:00+01:00;0.0;5.33385399904632;0.0;5.33385399904632;1641675600
2022-01-08 23:00:00+01:00;0.0;5.41280493640252;0.0;5.41280493640252;1641679200
2022-01-09 00:00:00+01:00;0.0;5.46598653418846;0.0;5.46598653418846;1641682800
2022-01-09 01:00:00+01:00;0.0;5.4470303675248;0.0;5.4470303675248;1641686400
2022-01-09 02:00:00+01:00;0.0;5.36752370994775;0.0;5.36752370994775;1641690000
2022-01-09 03:00:00+01:00;0.0;5.34455844250071;0.0;5.34455844250071;1641693600
2022-01-09 04:00:00+01:00;0.0;5.32962456528161;0.0;5.32962456528161;1641697200
2022-01-09 05:00:00+01:00;0.0;5.28180715105602;0.0;5.28180715105602;1641700800
2022-01-09 06:00:00+01:00;0.0;5.29293951532914;0.0;5.29293951532914;1641704400
2022-01-09 07:00:00+01:00;0.0;5.27392977214526;0.0;5.27392977214526;1641708000
2022-01-09 08:00:00+01:00;0.0;5.28064354805438;0.0;5.28064354805438;1641711600
2022-01-09 09:00:00+01:00;0.0;5.21608545819814;0.0;5.21608545819814;1641715200
2022-01-09 10:00:00+01:00;0.0;4.8488694262523;0.0;4.8488694262523;1641718800
2022-01-09 11:00:00+01:00;0.0;4.45906495860202;0.0;4.45906495860202;1641722400
2022-01-09 12:00:00+01:00;0.0;4.30063284089706;0.0;4.30063284089706;1641726000
2022-01-09 13:00:00+01:00;0.0;4.1577968961047;0.0;4.1577968961047;1641729600
2022-01-09 14:00:00+01:00;0.0;3.62243716739774;0.0;3.62243716739774;1641733200
2022-01-09 15:00:00+01:00;0.0;4.01189207614258;0.0;4.01189207614258;1641736800
2022-01-09 16:00:00+01:00;0.0;4.38159408558517;0.0;4.38159408558517;1641740400
2022-01-09 17:00:00+01:00;0.0;4.65669154755695;0.0;4.65669154755695;1641744000
2022-01-09 18:00:00+01:00;0.0;4.95964493070045;0.0;4.95964493070045;1641747600
2022-01-09 19:00:00+01:00;0.0;5.15244611433159;0.0;5.15244611433159;1641751200
2022-01-09 20:00:00+01:00;0.0;4.96517404969128;0.0;4.96517404969128;1641754800
2022-01-09 21:00:00+01:00;0.0;5.53476662564438;0.0;5.53476662564438;1641758400
2022-01-09 22:00:00+01:00;0.0;5.80378940973449;0.0;5.80378940973449;1641762000
2022-01-09 23:00:00+01:00;0.0;5.95191722914133;0.0;5.95191722914133;1641765600
2022-01-10 00:00:00+01:00;0.0;6.07617013005973;0.0;6.07617013005973;1641769200
2022-01-10 01:00:00+01:00;0.0;6.19134668436921;0.0;6.19134668436921;1641772800
2022-01-10 02:00:00+01:00;0.0;6.19987876827328;0.0;6.19987876827328;1641776400
2022-01-10 03:00:00+01:00;0.0;6.25911441129163;0.0;6.25911441129163;1641780000
2022-01-10 04:00:00+01:00;0.0;6.36983967565785;0.0;6.36983967565785;1641783600
2022-01-10 05:00:00+01:00;0.0;6.35782535765945;0.0;6.35782535765945;1641787200
2022-01-10 06:00:00+01:00;0.0;6.55014206673717;0.0;6.55014206673717;1641790800
2022-01-10 07:00:00+01:00;0.0;6.5401408383911;0.0;6.5401408383911;1641794400
2022-01-10 08:00:00+01:00;0.0;6.50722280883918;0.0;6.50722280883918;1641798000
2022-01-10 09:00:00+01:00;0.0;6.33088693487277;0.0;6.33088693487277;1641801600
2022-01-10 10:00:00+01:00;0.0;6.09820271855961;0.0;6.09820271855961;1641805200
2022-01-10 11:00:00+01:00;0.0;5.86684574920204;0.0;5.86684574920204;1641808800
2022-01-10 12:00:00+01:00;0.0;5.06290541458778;0.0;5.06290541458778;1641812400
2022-01-10 13:00:00+01:00;0.0;4.30385073573921;0.0;4.30385073573921;1641816000
2022-01-10 14:00:00+01:00;0.0;3.98929853866155;0.0;3.98929853866155;1641819600
2022-01-10 15:00:00+01:00;0.0;4.31764639995421;0.0;4.31764639995421;1641823200
2022-01-10 16:00:00+01:00;0.0;4.83736274542502;0.0;4.83736274542502;1641826800
2022-01-10 17:00:00+01:00;0.0;5.061090223008;0.0;5.061090223008;1641830400
2022-01-10 18:00:00+01:00;0.0;5.1960023834202;0.0;5.1960023834202;1641834000
2022-01-10 19:00:00+01:00;0.0;5.34188835212356;0.0;5.34188835212356;1641837600
2022-01-10 20:00:00+01:00;0.0;5.87466605151216;0.0;5.87466605151216;1641841200
2022-01-10 21:00:00+01:00;0.0;6.11231484676698;0.0;6.11231484676698;1641844800
2022-01-10 22:00:00+01:00;0.0;6.42992770480113;0.0;6.42992770480113;1641848400
2022-01-10 23:00:00+01:00;0.0;6.66056379242814;0.0;6.66056379242814;1641852000
2022-01-11 00:00:00+01:00;0.0;6.86060240361725;0.0;6.86060240361725;1641855600
2022-01-11 01:00:00+01:00;0.0;7.02721368370363;0.0;7.02721368370363;1641859200
2022-01-11 02:00:00+01:00;0.0;7.17422045377981;0.0;7.17422045377981;1641862800
2022-01-11 03:00:00+01:00;0.0;7.24594703900956;0.0;7.24594703900956;1641866400
2022-01-11 04:00:00+01:00;0.0;7.31905653218764;0.0;7.31905653218764;1641870000
2022-01-11 05:00:00+01:00;0.0;7.35464739662025;0.0;7.35464739662025;1641873600
2022-01-11 06:00:00+01:00;0.0;7.35361401550689;0.0;7.35361401550689;1641877200
2022-01-11 07:00:00+01:00;0.0;7.31511512625864;0.0;7.31511512625864;1641880800
2022-01-11 08:00:00+01:00;0.0;7.31917428697246;0.0;7.31917428697246;1641884400
2022-01-11 09:00:00+01:00;0.0;6.80039928044181;0.0;6.80039928044181;1641888000
2022-01-11 10:00:00+01:00;0.0;5.90369081535413;0.0;5.90369081535413;1641891600
2022-01-11 11:00:00+01:00;0.0;4.617465368525;0.0;4.617465368525;1641895200
2022-01-11 12:00:00+01:00;0.0;3.02759736918166;0.0;3.02759736918166;1641898800
2022-01-11 13:00:00+01:00;0.0;1.67915421694003;0.0;1.67915421694003;1641902400
2022-01-11 14:00:00+01:00;0.0;2.23231408111452;0.0;2.23231408111452;1641906000
2022-01-11 15:00:00+01:00;0.0;3.2261200064242;0.0;3.2261200064242;1641909600
2022-01-11 16:00:00+01:00;0.0;3.63340083689762;0.0;3.63340083689762;1641913200
2022-01-11 17:00:00+01:00;0.0;4.41024151461785;0.0;4.41024151461785;1641916800
2022-01-11 18:00:00+01:00;0.0;4.77554642782306;0.0;4.77554642782306;1641920400
2022-01-11 19:00:00+01:00;0.0;5.05772983690119;0.0;5.05772983690119;1641924000
2022-01-11 20:00:00+01:00;0.0;5.30534639496845;0.0;5.30534639496845;1641927600
2022-01-11 21:00:00+01:00;0.0;5.72882011746391;0.0;5.72882011746391;1641931200
2022-01-11 22:00:00+01:00;0.0;6.03116566470977;0.0;6.03116566470977;1641934800
2022-01-11 23:00:00+01:00;0.0;6.23558501592513;0.0;6.23558501592513;1641938400
2022-01-12 00:00:00+01:00;0.0;6.42069318661357;0.0;6.42069318661357;1641942000
2022-01-12 01:00:00+01:00;0.0;6.54800294192138;0.0;6.54800294192138;1641945600
2022-01-12 02:00:00+01:00;0.0;6.63537955728112;0.0;6.63537955728112;1641949200
2022-01-12 03:00:00+01:00;0.0;6.62470213714296;0.0;6.62470213714296;1641952800
2022-01-12 04:00:00+01:00;0.0;6.61941406851688;0.0;6.61941406851688;1641956400
2022-01-12 05:00:00+01:00;0.0;6.57968063706435;0.0;6.57968063706435;1641960000
2022-01-12 06:00:00+01:00;0.0;6.44353201156604;0.0;6.44353201156604;1641963600
2022-01-12 07:00:00+01:00;0.0;6.46628927664732;0.0;6.46628927664732;1641967200
2022-01-12 08:00:00+01:00;0.0;6.21021758013219;0.0;6.21021758013219;1641970800
2022-01-12 09:00:00+01:00;0.0;6.02402119190504;0.0;6.02402119190504;1641974400
2022-01-12 10:00:00+01:00;0.0;5.98437179181544;0.0;5.98437179181544;1641978000
2022-01-12 11:00:00+01:00;0.0;5.86598305213646;0.0;5.86598305213646;1641981600
2022-01-12 12:00:00+01:00;0.0;5.31539245772877;0.0;5.31539245772877;1641985200
2022-01-12 13:00:00+01:00;0.0;5.12264620503154;0.0;5.12264620503154;1641988800
2022-01-12 14:00:00+01:00;0.0;5.03641404763543;0.0;5.03641404763543;1641992400
2022-01-12 15:00:00+01:00;0.0;5.20124357734524;0.0;5.20124357734524;1641996000
2022-01-12 16:00:00+01:00;0.0;5.09127764047651;0.0;5.09127764047651;1641999600
2022-01-12 17:00:00+01:00;0.0;4.9648018385783;0.0;4.9648018385783;1642003200
2022-01-12 18:00:00+01:00;0.0;5.06633600844066;0.0;5.06633600844066;1642006800
2022-01-12 19:00:00+01:00;0.0;5.48502017328237;0.0;5.48502017328237;1642010400
2022-01-12 20:00:00+01:00;0.0;5.3805277812849;0.0;5.3805277812849;1642014000
2022-01-12 21:00:00+01:00;0.0;5.35347990308851;0.0;5.35347990308851;1642017600
2022-01-12 22:00:00+01:00;0.0;4.6391931951941;0.0;4.6391931951941;1642021200
2022-01-12 23:00:00+01:00;0.0;5.72506927521486;0.0;5.72506927521486;1642024800
2022-01-13 00:00:00+01:00;0.0;5.92739844087139;0.0;5.92739844087139;1642028400
2022-01-13 01:00:00+01:00;0.0;6.04899834117438;0.0;6.04899834117438;1642032000
2022-01-13 02:00:00+01:00;0.0;6.12057251391031;0.0;6.12057251391031;1642035600
2022-01-13 03:00:00+01:00;0.0;6.23198810939019;0.0;6.23198810939019;1642039200
2022-01-13 04:00:00+01:00;0.0;6.25912406570184;0.0;6.25912406570184;1642042800
2022-01-13 05:00:00+01:00;0.0;6.35640619530292;0.0;6.35640619530292;1642046400
2022-01-13 06:00:00+01:00;0.0;6.39042197054717;0.0;6.39042197054717;1642050000
2022-01-13 07:00:00+01:00;0.0;6.56484775864417;0.0;6.56484775864417;1642053600
2022-01-13 08:00:00+01:00;0.0;6.69271577810896;0.0;6.69271577810896;1642057200
